customer_id,signup_date,country,city,birth_year,gender,acquisition_channel,newsletter_opt_in,loyalty_tier
C000185,2023-12-18,Germany,Frankfurt,1986,male,organic_search,False,Bronze
C000186,2023-10-07,Germany,Munich,1957,male,organic_search,True,Bronze
C000187,2022-08-29,Germany,Hamburg,1992,male,organic_search,True,Gold
C000188,2023-07-05,Germany,Essen,2003,female,organic_search,True,Silver
C000189,2022-12-12,Germany,Frankfurt,1994,female,direct,False,Silver
C000190,2023-03-12,Germany,Essen,1992,male,social_media,False,Platinum
C000191,2024-09-14,Switzerland,Lucerne,,female,email,True,Bronze
C000192,2024-06-29,Germany,Karlsruhe,1984,female,paid_search,False,Bronze
C000193,2024-05-27,Germany,Mannheim,1986,female,organic_search,True,Bronze
C000194,2023-06-07,Germany,Essen,1985,female,social_media,True,Bronze
C000195,2025-10-18,Germany,Munich,1979,female,organic_search,False,Bronze
C000196,2022-05-07,Switzerland,Basel,1956,male,direct,False,Bronze
C000197,2023-05-11,Germany,Berlin,1959,male,social_media,False,Bronze
C000198,2022-06-20,Germany,Munich,1978,female,paid_search,True,Gold
C000199,2023-05-05,Germany,Dusseldorf,1969,male,organic_search,True,Silver
C000200,2025-10-21,Austria,Innsbruck,2002,female,organic_search,False,Bronze
C000201,2023-06-14,Germany,Mannheim,2006,male,paid_search,True,Bronze
C000202,2025-08-05,Germany,Hanover,1979,female,organic_search,False,Bronze
C000203,2023-12-17,Germany,Stuttgart,1991,female,social_media,True,Bronze
C000204,2024-10-08,Germany,Bonn,1985,female,social_media,False,Silver
C000205,2023-10-23,Germany,Muenster,1967,male,organic_search,False,Bronze
C000206,2023-01-20,Germany,Nuremberg,1974,male,email,False,Silver
C000207,2025-01-09,Germany,Mannheim,1974,male,direct,False,Silver
C000208,2025-11-01,Germany,Augsburg,1960,male,email,True,Bronze
C000209,2023-01-16,Germany,Bonn,1955,female,social_media,True,Bronze
C000210,2025-01-30,Germany,Augsburg,1971,female,organic_search,True,Bronze
C000211,2023-01-13,Germany,Stuttgart,2001,female,social_media,True,Bronze
C000212,2024-11-01,Germany,Dusseldorf,,female,direct,True,Bronze
C000213,2025-02-14,Germany,Cologne,1982,female,referral,False,Bronze
C000214,2023-10-12,Germany,Cologne,1985,male,social_media,False,Bronze
C000215,2024-11-30,Germany,Dresden,1989,female,social_media,True,Silver
C000216,2023-01-29,Germany,Wiesbaden,2006,female,direct,True,Silver
C000217,2022-04-25,Germany,Frankfurt,1975,female,organic_search,True,Silver
C000218,2022-05-20,Germany,Bonn,1973,female,paid_search,True,Bronze
C000219,2023-10-08,Germany,Hamburg,1981,male,organic_search,True,Bronze
C000220,2025-07-28,Germany,Muenster,1999,male,referral,True,Bronze
C000221,2022-07-04,Austria,Salzburg,1985,female,email,False,Silver
C000222,2023-10-21,Germany,Essen,1957,male,referral,False,Bronze
C000223,2024-10-14,Germany,Leipzig,1978,male,email,True,Gold
C000224,2022-10-20,Germany,Muenster,1981,female,referral,True,Silver
C000225,2024-11-08,Germany,Dortmund,2000,female,referral,True,Bronze
C000226,2023-03-19,Germany,Munich,1989,female,direct,True,Gold
C000227,2025-03-14,Germany,Dresden,1990,female,organic_search,True,Silver
C000228,2024-04-16,Germany,Dresden,1971,female,organic_search,True,Gold
C000229,2024-03-01,Germany,Bonn,1992,female,social_media,True,Gold
C000230,2022-09-13,Germany,Essen,1960,not_specified,organic_search,True,Bronze
C000231,2023-11-01,Germany,Stuttgart,1965,male,organic_search,True,Silver
C000232,2025-05-22,Germany,Berlin,1966,male,social_media,True,Bronze
C000233,2022-01-29,Germany,Muenster,1979,male,direct,False,Silver
C000234,2025-01-01,Germany,Cologne,1958,female,paid_search,True,Silver
C000235,2023-12-14,Austria,Linz,1981,male,affiliate,True,Bronze
C000236,2024-11-05,Germany,Cologne,2001,male,direct,False,Gold
C000237,2024-08-16,Austria,Graz,1975,male,social_media,True,Bronze
C000238,2023-09-17,Germany,Hamburg,1955,male,social_media,True,Bronze
C000239,2023-03-23,Germany,Dusseldorf,1969,male,referral,False,Silver
C000240,2024-06-25,Germany,Wiesbaden,1958,female,organic_search,True,Gold
C000241,2022-07-22,Germany,Frankfurt,1988,female,paid_search,True,Gold
C000242,2024-04-24,Germany,Muenster,1996,male,paid_search,True,Gold
C000243,2022-05-17,Germany,Hanover,1969,female,organic_search,True,Silver
C000244,2024-07-28,Germany,Augsburg,1970,female,organic_search,True,Bronze
C000245,2024-06-27,Germany,Hanover,1971,male,referral,True,Bronze
C000246,2022-05-03,Austria,Villach,1973,male,organic_search,False,Silver
C000247,2024-12-30,Germany,Dresden,1991,male,social_media,True,Bronze
C000248,2023-08-24,Germany,Karlsruhe,1970,female,email,False,Bronze
C000249,2025-02-11,Germany,Berlin,1974,female,social_media,False,Bronze
C000250,2022-03-02,Switzerland,Lucerne,2001,male,referral,True,Bronze
C000251,2022-09-17,Austria,Vienna,1994,female,organic_search,False,Silver
C000252,2023-12-15,Switzerland,Geneva,2003,male,affiliate,False,Bronze
C000253,2022-09-29,Switzerland,Winterthur,1973,female,organic_search,False,Bronze
C000254,2023-04-22,Germany,Stuttgart,2003,female,direct,True,Silver
C000255,2024-08-12,Germany,Berlin,1970,female,social_media,True,Bronze
C000256,2022-07-28,Germany,Augsburg,1970,male,organic_search,True,Bronze
C000257,2024-09-06,Austria,Salzburg,2004,female,referral,False,Bronze
C000258,2022-05-30,Germany,Essen,1965,female,paid_search,True,Silver
C000259,2022-09-11,Germany,Dusseldorf,1997,female,organic_search,True,Bronze
C000260,2024-04-29,Switzerland,Winterthur,1998,male,direct,True,Bronze
C000261,2025-02-20,Austria,Linz,2003,male,organic_search,True,Bronze
C000262,2022-09-04,Switzerland,Lausanne,1999,female,affiliate,True,Silver
C000263,2023-03-10,Germany,Munich,1997,female,direct,True,Bronze
C000264,2025-08-29,Germany,Dusseldorf,1973,female,organic_search,False,Bronze
C000265,2025-12-01,Germany,Berlin,1983,female,social_media,False,Platinum
C000266,2024-04-19,Germany,Stuttgart,1985,female,email,False,Bronze
C000267,2023-10-08,Germany,Leipzig,1970,female,referral,False,Platinum
C000268,2023-05-17,Germany,Bonn,1975,male,direct,True,Bronze
C000269,2024-06-03,Austria,Klagenfurt,1999,female,organic_search,True,Bronze
C000270,2024-05-03,Germany,Bremen,1955,male,referral,True,Bronze
C000271,2023-03-02,Germany,Wiesbaden,1959,female,organic_search,True,Gold
C000272,2022-02-02,Austria,Linz,1976,male,direct,True,Gold
C000273,2022-08-07,Germany,Essen,1995,male,direct,False,Bronze
C000274,2025-10-17,Germany,Hanover,2001,male,social_media,False,Silver
C000275,2023-08-28,Germany,Cologne,1990,female,direct,False,Bronze
C000276,2023-11-28,Germany,Dortmund,1999,female,social_media,False,Bronze
C000277,2023-11-06,Germany,Augsburg,1962,female,direct,True,Silver
C000278,2025-02-05,Germany,Essen,1960,female,social_media,False,Gold
C000279,2022-04-04,Germany,Wiesbaden,1981,female,organic_search,True,Gold
C000280,2022-04-30,Switzerland,Bern,1970,not_specified,social_media,False,Bronze
C000281,2023-02-03,Germany,Cologne,2000,female,paid_search,True,Platinum
C000282,2023-12-05,Austria,Salzburg,1958,male,organic_search,False,Bronze
C000283,2024-08-27,Germany,Leipzig,1973,not_specified,affiliate,True,Bronze
C000284,2023-12-11,Switzerland,Lucerne,1970,male,affiliate,True,Silver
C000285,2023-09-30,Germany,Dusseldorf,1985,male,social_media,True,Silver
C000286,2025-09-17,Germany,Essen,1970,female,paid_search,True,Gold
C000287,2022-08-21,Austria,Innsbruck,2003,male,direct,False,Gold
C000288,2024-04-06,Austria,Villach,1957,male,paid_search,True,Silver
C000289,2024-02-23,Germany,Bremen,1958,male,affiliate,False,Bronze
C000290,2023-11-16,Germany,Karlsruhe,2001,female,social_media,True,Bronze
C000291,2025-03-12,Germany,Munich,1982,female,paid_search,False,Silver
C000292,2023-01-21,Germany,Augsburg,1998,male,referral,True,Gold
C000293,2025-10-10,Austria,Graz,1978,female,direct,False,Silver
C000294,2023-04-25,Germany,Mannheim,2003,female,direct,True,Bronze
C000295,2024-02-27,Germany,Bremen,1979,male,referral,False,Bronze
C000296,2024-01-23,Germany,Hanover,1993,female,organic_search,True,Bronze
C000297,2025-05-12,Germany,Hamburg,2006,female,organic_search,False,Gold
C000298,2023-09-27,Germany,Bremen,1994,male,direct,True,Gold
C000299,2023-02-16,Germany,Hamburg,,female,email,True,Bronze
C000300,2022-02-01,Switzerland,Lausanne,1995,male,email,True,Bronze
C000301,2023-06-10,Germany,Dortmund,1974,not_specified,referral,False,Platinum
C000302,2025-04-08,Germany,Frankfurt,1990,not_specified,organic_search,False,Silver
C000303,2022-01-15,Germany,Essen,1989,female,paid_search,True,Bronze
C000304,2025-07-18,Germany,Frankfurt,1964,female,referral,False,Silver
C000305,2024-02-24,Austria,Vienna,1969,female,affiliate,True,Platinum
C000306,2022-07-22,Germany,Berlin,1964,male,affiliate,False,Silver
C000307,2023-03-13,Germany,Dusseldorf,1958,male,organic_search,True,Bronze
C000308,2024-03-11,Germany,Bonn,1981,female,social_media,False,Silver
C000309,2023-04-02,Germany,Dresden,1965,female,organic_search,False,Bronze
C000310,2022-06-06,Germany,Munich,1990,female,email,True,Bronze
C000311,2024-08-20,Germany,Dortmund,1967,female,email,True,Gold
C000312,2024-08-29,Germany,Dresden,1956,female,organic_search,True,Gold
C000313,2022-06-21,Germany,Frankfurt,1962,female,affiliate,False,Bronze
C000314,2023-02-11,Switzerland,Zurich,1983,male,paid_search,True,Bronze
C000315,2022-12-19,Germany,Frankfurt,1961,male,direct,False,Silver
C000316,2024-08-10,Austria,Vienna,2001,female,affiliate,True,Silver
C000317,2024-11-21,Germany,Frankfurt,1993,female,affiliate,True,Silver
C000318,2024-11-16,Germany,Bremen,1961,female,referral,True,Gold
C000319,2025-09-18,Switzerland,Winterthur,1999,male,referral,True,Silver
C000320,2025-01-15,Germany,Augsburg,1971,female,paid_search,True,Bronze
C000321,2023-04-09,Austria,Innsbruck,,female,paid_search,True,Bronze
C000322,2022-06-05,Germany,Leipzig,2006,male,affiliate,True,Silver
C000323,2024-06-07,Germany,Wiesbaden,1968,female,organic_search,True,Bronze
C000324,2025-08-16,Germany,Wiesbaden,1972,male,social_media,False,Silver
C000325,2025-11-10,Germany,Leipzig,1962,male,paid_search,True,Bronze
C000326,2022-11-29,Germany,Berlin,1956,female,organic_search,False,Silver
C000327,2022-12-08,Germany,Dortmund,1981,female,paid_search,False,Bronze
C000328,2022-02-24,Germany,Essen,1990,male,referral,False,Bronze
C000329,2022-07-24,Germany,Nuremberg,1983,male,email,True,Gold
C000330,2024-03-12,Austria,Graz,2006,female,social_media,True,Bronze
C000331,2024-03-01,Germany,Bremen,1960,male,social_media,True,Bronze
C000332,2023-06-20,Austria,Linz,1966,male,paid_search,False,Bronze
C000333,2023-03-24,Germany,Essen,2001,male,referral,True,Bronze
C000334,2025-04-14,Germany,Berlin,1966,female,organic_search,True,Silver
C000335,2023-10-27,Germany,Bremen,,female,organic_search,False,Bronze
C000336,2025-03-13,Switzerland,Zurich,1977,female,social_media,False,Bronze
C000337,2025-10-23,Germany,Augsburg,1966,female,organic_search,False,Bronze
C000338,2023-04-04,Switzerland,Bern,1982,male,social_media,True,Bronze
C000339,2022-10-20,Germany,Wiesbaden,1996,female,paid_search,True,Silver
C000340,2025-10-08,Germany,Nuremberg,1997,female,email,True,Bronze
C000341,2024-07-06,Germany,Muenster,1978,female,organic_search,True,Bronze
C000342,2023-02-25,Switzerland,Geneva,2006,male,social_media,True,Bronze
C000343,2024-06-17,Germany,Berlin,1971,female,affiliate,False,Bronze
C000344,2024-01-15,Switzerland,Lucerne,1997,male,referral,True,Silver
C000345,2025-08-01,Germany,Nuremberg,2000,male,organic_search,True,Bronze
C000346,2023-01-05,Austria,Innsbruck,1970,female,paid_search,True,Silver
C000347,2025-12-03,Germany,Stuttgart,1957,male,direct,True,Gold
C000348,2025-09-14,Germany,Dusseldorf,1995,male,organic_search,False,Bronze
C000349,2022-09-19,Germany,Nuremberg,1959,female,email,True,Silver
C000350,2022-08-26,Austria,Linz,1987,not_specified,organic_search,True,Bronze
C000351,2024-02-10,Germany,Hamburg,1980,male,paid_search,True,Silver
C000352,2022-03-06,Germany,Stuttgart,1980,male,affiliate,True,Bronze
C000353,2023-03-08,Germany,Leipzig,1993,male,direct,True,Bronze
C000354,2023-09-21,Germany,Karlsruhe,1988,female,paid_search,False,Bronze
C000355,2025-11-01,Germany,Dusseldorf,1986,male,email,True,Silver
C000356,2025-12-04,Germany,Essen,1977,male,social_media,True,Bronze
C000357,2022-08-07,Germany,Dresden,1991,male,organic_search,False,Silver
C000358,2025-07-12,Germany,Munich,1987,female,direct,True,Bronze
C000359,2022-05-12,Germany,Dresden,1985,male,referral,False,Bronze
C000360,2024-12-17,Germany,Frankfurt,1993,male,affiliate,False,Silver
C000361,2025-05-06,Austria,Villach,1961,female,organic_search,False,Bronze
C000362,2025-07-11,Germany,Stuttgart,1955,female,organic_search,False,Bronze
C000363,2022-11-19,Germany,Dusseldorf,1956,female,paid_search,True,Silver
C000364,2025-07-15,Germany,Dortmund,1987,not_specified,email,False,Bronze
C000365,2022-06-17,Germany,Leipzig,1994,male,affiliate,True,Bronze
C000366,2024-01-20,Germany,Dresden,1962,female,direct,True,Gold
C000367,2023-11-10,Austria,Klagenfurt,1958,female,direct,True,Bronze
C000368,2023-04-02,Germany,Muenster,1972,female,affiliate,True,Bronze
C000369,2022-02-01,Germany,Augsburg,1996,male,referral,False,Silver
C000370,2025-01-20,Switzerland,Geneva,1978,female,social_media,False,Silver
C000371,2023-04-30,Germany,Hanover,1989,female,organic_search,True,Gold
C000372,2024-08-14,Germany,Dusseldorf,2005,male,paid_search,False,Bronze
C000373,2023-08-16,Germany,Karlsruhe,1981,male,email,False,Bronze
C000374,2023-06-24,Germany,Berlin,1971,female,direct,True,Silver
C000375,2025-07-04,Germany,Muenster,1956,female,social_media,True,Gold
C000376,2022-05-17,Germany,Leipzig,1997,female,social_media,True,Silver
C000377,2024-11-30,Germany,Bonn,1993,female,social_media,False,Bronze
C000378,2024-12-15,Germany,Nuremberg,1972,female,direct,True,Silver
C000379,2023-07-04,Germany,Leipzig,1987,male,email,True,Bronze
C000380,2023-01-15,Germany,Muenster,1966,female,social_media,False,Bronze
